local_file,extracted_name,wikipedia_title,date,original_caption,image_url,file_page,download_status
images/Machado_de_Assis_by_Marc_Ferrez.jpg,Machado de Assis,Machado de Assis,,Machado de Assis by Marc Ferrez.jpg/2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Machado_de_Assis_by_Marc_Ferrez.jpg/800px-Machado_de_Assis_by_Marc_Ferrez.jpg,https://commons.wikimedia.org/wiki/File:Machado_de_Assis_by_Marc_Ferrez.jpg,ok
images/Charlotte_Perkins_Gilman_c._1900.jpg,Charlotte Perkins Gilman,Charlotte Perkins Gilman,ca.1900,Charlotte Perkins Gilman,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Charlotte_Perkins_Gilman_c._1900.jpg/800px-Charlotte_Perkins_Gilman_c._1900.jpg,https://commons.wikimedia.org/wiki/File:Charlotte_Perkins_Gilman_c._1900.jpg,ok
images/Peary.jpg,Robert Peary,Robert Peary,ca.1900,"Robert Peary (1856–1920), US Navy rear admiral, engineer and North Pole explorer",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Peary.jpg/800px-Peary.jpg,https://commons.wikimedia.org/wiki/File:Peary.jpg,ok
images/Philippe_Chaperon_by_Atelier_Nadar.jpg,Philippe Chaperon,Philippe Chaperon,1900,Philippe Chaperon by Atelier Nadar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Philippe_Chaperon_by_Atelier_Nadar.jpg/800px-Philippe_Chaperon_by_Atelier_Nadar.jpg,https://commons.wikimedia.org/wiki/File:Philippe_Chaperon_by_Atelier_Nadar.jpg,ok
images/Charlie_Chaplin_in_unknown_year.jpg,Charlie Chaplin,Charlie Chaplin,1900-1910,Charlie Chaplin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Charlie_Chaplin_in_unknown_year.jpg/800px-Charlie_Chaplin_in_unknown_year.jpg,https://commons.wikimedia.org/wiki/File:Charlie_Chaplin_in_unknown_year.jpg,ok
images/Voltairine_de_Cleyre__Age_35.jpg,Voltairine de Cleyre,Voltairine de Cleyre,1901,Voltairine de Cleyre (Age 35),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Voltairine_de_Cleyre_%28Age_35%29.jpg/800px-Voltairine_de_Cleyre_%28Age_35%29.jpg,https://commons.wikimedia.org/wiki/File:Voltairine_de_Cleyre_(Age_35).jpg,ok
images/Anna_Fernqvist__rollportr_tt_-_SMV_-_H1_122_-_Restoration.jpg,Anna Fernqvist,Anna Bartels,1901,"Anna Fernqvist, rollporträtt - SMV - H1 122 - Restoration",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Anna_Fernqvist%2C_rollportr%C3%A4tt_-_SMV_-_H1_122_-_Restoration.jpg/800px-Anna_Fernqvist%2C_rollportr%C3%A4tt_-_SMV_-_H1_122_-_Restoration.jpg,"https://commons.wikimedia.org/wiki/File:Anna_Fernqvist,_rollportr%C3%A4tt_-_SMV_-_H1_122_-_Restoration.jpg",ok
images/William_Harvey_Carney_by_James_E_Reed_-_Restoration.jpg,William Harvey Carney,William Harvey Carney,between 1901 and 1908,William Harvey Carney by James E Reed - Restoration,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/William_Harvey_Carney_by_James_E_Reed_-_Restoration.jpg/800px-William_Harvey_Carney_by_James_E_Reed_-_Restoration.jpg,https://commons.wikimedia.org/wiki/File:William_Harvey_Carney_by_James_E_Reed_-_Restoration.jpg,ok
images/Edith_Kermit_Carow_Roosevelt_by_Frances_Benjamin_Johnston.jpg,Edith Kermit Carow Roosevelt,Edith Roosevelt,1903,Edith Kermit Carow Roosevelt by Frances Benjamin Johnston,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Edith_Kermit_Carow_Roosevelt_by_Frances_Benjamin_Johnston.jpg/800px-Edith_Kermit_Carow_Roosevelt_by_Frances_Benjamin_Johnston.jpg,https://commons.wikimedia.org/wiki/File:Edith_Kermit_Carow_Roosevelt_by_Frances_Benjamin_Johnston.jpg,ok
images/Alice_Roosevelt_by_Frances_Benjamin_Johnston.jpg,Alice Roosevelt,Alice Roosevelt Longworth,1903,Alice Roosevelt by Frances Benjamin Johnston,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Alice_Roosevelt_by_Frances_Benjamin_Johnston.jpg/800px-Alice_Roosevelt_by_Frances_Benjamin_Johnston.jpg,https://commons.wikimedia.org/wiki/File:Alice_Roosevelt_by_Frances_Benjamin_Johnston.jpg,ok
images/Ida_M._Tarbell.jpg,Ida M. Tarbell,Ida Tarbell,1904,Ida M. Tarbell,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Ida_M._Tarbell.jpg/800px-Ida_M._Tarbell.jpg,https://commons.wikimedia.org/wiki/File:Ida_M._Tarbell.jpg,ok
images/Nettie_Maria_Stevens.jpg,Nettie Maria Stevens,Nettie Stevens,1904,Nettie Maria Stevens,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Nettie_Maria_Stevens.jpg/800px-Nettie_Maria_Stevens.jpg,https://commons.wikimedia.org/wiki/File:Nettie_Maria_Stevens.jpg,ok
images/Samuel_Coleridge-Taylor.jpg,Samuel Coleridge-Taylor,Samuel Coleridge-Taylor,1905,Samuel Coleridge-Taylor,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Samuel_Coleridge-Taylor.jpg/800px-Samuel_Coleridge-Taylor.jpg,https://commons.wikimedia.org/wiki/File:Samuel_Coleridge-Taylor.jpg,ok
images/Hollow_Horn_Bear_LCCN_2016858434__2___cropped.jpg,Hollow Horn Bear,Hollow Horn Bear,1905-1913,Hollow Horn Bear LCCN 2016858434 (2) (cropped),https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Hollow_Horn_Bear_LCCN_2016858434_%282%29_%28cropped%29.jpg/800px-Hollow_Horn_Bear_LCCN_2016858434_%282%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Hollow_Horn_Bear_LCCN_2016858434_(2)_(cropped).jpg,ok
images/Ray_Strachey_restored.jpg,Ray Strachey,Ray Strachey,1906-1912,"Ray Strachey, between 1906 and 1912",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Ray_Strachey_restored.jpg/800px-Ray_Strachey_restored.jpg,https://commons.wikimedia.org/wiki/File:Ray_Strachey_restored.jpg,ok
images/Pach_Brothers_-_George_Foster_Peabody.jpg,George Foster Peabody,George Foster Peabody,1907,George Foster Peabody,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Pach_Brothers_-_George_Foster_Peabody.jpg/800px-Pach_Brothers_-_George_Foster_Peabody.jpg,https://commons.wikimedia.org/wiki/File:Pach_Brothers_-_George_Foster_Peabody.jpg,ok
images/W.E.B._Du_Bois_by_James_E._Purdy__1907.jpg,W.E.B. Du Bois,W. E. B. Du Bois,1907,"W.E.B. Du Bois by James E. Purdy, 1907",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/W.E.B._Du_Bois_by_James_E._Purdy%2C_1907.jpg/800px-W.E.B._Du_Bois_by_James_E._Purdy%2C_1907.jpg,"https://commons.wikimedia.org/wiki/File:W.E.B._Du_Bois_by_James_E._Purdy,_1907.jpg",ok
images/Nelly_Martyl_by_Jean_Reutlinger__Image_10715.jpg,Nelly Martyl,Nelly Martyl,between 1907 and 1912,Nelly Martyl by Jean Reutlinger,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Nelly_Martyl_by_Jean_Reutlinger_%28Image_10715%29.jpg/800px-Nelly_Martyl_by_Jean_Reutlinger_%28Image_10715%29.jpg,https://commons.wikimedia.org/wiki/File:Nelly_Martyl_by_Jean_Reutlinger_(Image_10715).jpg,ok
images/Carl_Nielsen_c._1908_-_Restoration.jpg,Carl Nielsen,Carl Nielsen,ca.1908,Carl Nielsen,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Carl_Nielsen_c._1908_-_Restoration.jpg/800px-Carl_Nielsen_c._1908_-_Restoration.jpg,https://commons.wikimedia.org/wiki/File:Carl_Nielsen_c._1908_-_Restoration.jpg,ok
images/NPG_2010_112_Lucia_Chamberlain_by_Zaida_Ben-Yusuf.jpg,Lucia Chamberlain,Lucia Chamberlain,1908,Lucia Chamberlain by Zaida Ben-Yusuf.jpg/2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/NPG_2010_112_Lucia_Chamberlain_by_Zaida_Ben-Yusuf.jpg/800px-NPG_2010_112_Lucia_Chamberlain_by_Zaida_Ben-Yusuf.jpg,https://commons.wikimedia.org/wiki/File:NPG_2010_112_Lucia_Chamberlain_by_Zaida_Ben-Yusuf.jpg,ok
images/Salote_Tupou_III_of_Tonga_in_1908.jpg,Salote Tupou III,Sālote Tupou III,1908,Salote Tupou III of Tonga in 1908,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Salote_Tupou_III_of_Tonga_in_1908.jpg/800px-Salote_Tupou_III_of_Tonga_in_1908.jpg,https://commons.wikimedia.org/wiki/File:Salote_Tupou_III_of_Tonga_in_1908.jpg,ok
images/Holger_Drachmann__fra_Kl_bels_samling_-_Restoration.jpg,Holger Drachmann,Holger Drachmann,1908,"Holger Drachmann, fra Klæbels samling - Restoration",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Holger_Drachmann%2C_fra_Kl%C3%A6bels_samling_-_Restoration.jpg/800px-Holger_Drachmann%2C_fra_Kl%C3%A6bels_samling_-_Restoration.jpg,"https://commons.wikimedia.org/wiki/File:Holger_Drachmann,_fra_Kl%C3%A6bels_samling_-_Restoration.jpg",ok
images/John_Campbell_Dancy__Recorder_of_Deeds__Washington__D.C..jpg,John Campbell Dancy,John C. Dancy,1908,"John Campbell Dancy, Recorder of Deeds, Washington, D.C.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/John_Campbell_Dancy%2C_Recorder_of_Deeds%2C_Washington%2C_D.C..jpg/800px-John_Campbell_Dancy%2C_Recorder_of_Deeds%2C_Washington%2C_D.C..jpg,"https://commons.wikimedia.org/wiki/File:John_Campbell_Dancy,_Recorder_of_Deeds,_Washington,_D.C..jpg",ok
images/Ernest_Shackleton_before_1909.jpg,Ernest Shackleton,Ernest Shackleton,,Ernest Shackleton before 1909,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ernest_Shackleton_before_1909.jpg/800px-Ernest_Shackleton_before_1909.jpg,https://commons.wikimedia.org/wiki/File:Ernest_Shackleton_before_1909.jpg,ok
images/Theodore_Roosevelt_by_the_Pach_Bros.jpg,Theodore Roosevelt,Theodore Roosevelt,,Theodore Roosevelt by the Pach Bros,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Theodore_Roosevelt_by_the_Pach_Bros.jpg/800px-Theodore_Roosevelt_by_the_Pach_Bros.jpg,https://commons.wikimedia.org/wiki/File:Theodore_Roosevelt_by_the_Pach_Bros.jpg,ok
images/Chief_Joseph_by_Edward_Sheriff_Curtis.jpg,Chief Joseph,Chief Joseph,,Chief Joseph by Edward Sheriff Curtis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Chief_Joseph_by_Edward_Sheriff_Curtis.jpg/800px-Chief_Joseph_by_Edward_Sheriff_Curtis.jpg,https://commons.wikimedia.org/wiki/File:Chief_Joseph_by_Edward_Sheriff_Curtis.jpg,ok
images/Cabinet_card_of_William_Howard_Taft_by_Pach_Brothers_-__fee8dafa.jpg,William Howard Taft,William Howard Taft,,Cabinet card of William Howard Taft by Pach Brothers - Cropped to image,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Cabinet_card_of_William_Howard_Taft_by_Pach_Brothers_-_Cropped_to_image.jpg/800px-Cabinet_card_of_William_Howard_Taft_by_Pach_Brothers_-_Cropped_to_image.jpg,https://commons.wikimedia.org/wiki/File:Cabinet_card_of_William_Howard_Taft_by_Pach_Brothers_-_Cropped_to_image.jpg,ok
images/Percival_Lowell_by_James_E._Purdy.jpg,Percival Lowell,Percival Lowell,,Percival Lowell by James E. Purdy.jpg/2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Percival_Lowell_by_James_E._Purdy.jpg/800px-Percival_Lowell_by_James_E._Purdy.jpg,https://commons.wikimedia.org/wiki/File:Percival_Lowell_by_James_E._Purdy.jpg,ok
images/Keir_Hardie_by_George_Grantham_Bain.jpg,Keir Hardie,Keir Hardie,,Keir Hardie by George Grantham Bain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Keir_Hardie_by_George_Grantham_Bain.jpg/800px-Keir_Hardie_by_George_Grantham_Bain.jpg,https://commons.wikimedia.org/wiki/File:Keir_Hardie_by_George_Grantham_Bain.jpg,ok
images/Madam_C._J._Walker_by_Addison_N._Scurlock.jpg,Madam C. J. Walker,Madam C. J. Walker,,Madam C. J. Walker by Addison N. Scurlock,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Madam_C._J._Walker_by_Addison_N._Scurlock.jpg/800px-Madam_C._J._Walker_by_Addison_N._Scurlock.jpg,https://commons.wikimedia.org/wiki/File:Madam_C._J._Walker_by_Addison_N._Scurlock.jpg,ok
images/Renoir__Pierre-Auguste__by_Dornac__BNF_Gallica.jpg,Pierre-Auguste Renoir,Pierre-Auguste Renoir,ca.1910,Pierre-Auguste Renoir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Renoir%2C_Pierre-Auguste%2C_by_Dornac%2C_BNF_Gallica.jpg/800px-Renoir%2C_Pierre-Auguste%2C_by_Dornac%2C_BNF_Gallica.jpg,"https://commons.wikimedia.org/wiki/File:Renoir,_Pierre-Auguste,_by_Dornac,_BNF_Gallica.jpg",ok
images/Hubertine_Auclert_1910.jpg,Hubertine Auclert,Hubertine Auclert,1910,Hubertine Auclert 1910,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Hubertine_Auclert_1910.jpg/800px-Hubertine_Auclert_1910.jpg,https://commons.wikimedia.org/wiki/File:Hubertine_Auclert_1910.jpg,ok
images/Emily_Wilding_Davison_by_Andrew_William_Dron.jpg,Emily Wilding Davison,Emily Davison,c. 1910-12,Emily Wilding Davison by Andrew William Dron,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Emily_Wilding_Davison_by_Andrew_William_Dron.jpg/800px-Emily_Wilding_Davison_by_Andrew_William_Dron.jpg,https://commons.wikimedia.org/wiki/File:Emily_Wilding_Davison_by_Andrew_William_Dron.jpg,ok
images/Emma_Smith_DeVoe_by_James___Bushnell_-_No_photographer_stamp.jpg,Emma Smith DeVoe,Emma Smith DeVoe,1910-20,Emma Smith DeVoe by James & Bushnell - No photographer stamp,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Emma_Smith_DeVoe_by_James_%26_Bushnell_-_No_photographer_stamp.jpg/800px-Emma_Smith_DeVoe_by_James_%26_Bushnell_-_No_photographer_stamp.jpg,https://commons.wikimedia.org/wiki/File:Emma_Smith_DeVoe_by_James_%26_Bushnell_-_No_photographer_stamp.jpg,ok
images/Mary_Pickford_cph.3c17995u.jpg,Mary Pickford,Mary Pickford,Between 1910 and 1922,Mary Pickford,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Mary_Pickford_cph.3c17995u.jpg/800px-Mary_Pickford_cph.3c17995u.jpg,https://commons.wikimedia.org/wiki/File:Mary_Pickford_cph.3c17995u.jpg,ok
images/Ed_Walsh_portrait_1911.jpg,Ed Walsh,Ed Walsh,1911,Ed Walsh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Ed_Walsh_portrait_1911.jpg/800px-Ed_Walsh_portrait_1911.jpg,https://commons.wikimedia.org/wiki/File:Ed_Walsh_portrait_1911.jpg,ok
images/Connie_Mack3.jpg,Connie Mack,Connie Mack,1911,Connie Mack,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Connie_Mack3.jpg/800px-Connie_Mack3.jpg,https://commons.wikimedia.org/wiki/File:Connie_Mack3.jpg,ok
images/Maresuke_Nogi_____1_-_Photo_only.jpg,Maresuke Nogi,Nogi Maresuke,"unknown, before 1912","Maresuke Nogi, 近世名士写真 其1",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Maresuke_Nogi%2C_%E8%BF%91%E4%B8%96%E5%90%8D%E5%A3%AB%E5%86%99%E7%9C%9F_%E5%85%B61_-_Photo_only.jpg/800px-Maresuke_Nogi%2C_%E8%BF%91%E4%B8%96%E5%90%8D%E5%A3%AB%E5%86%99%E7%9C%9F_%E5%85%B61_-_Photo_only.jpg,"https://commons.wikimedia.org/wiki/File:Maresuke_Nogi,_%E8%BF%91%E4%B8%96%E5%90%8D%E5%A3%AB%E5%86%99%E7%9C%9F_%E5%85%B61_-_Photo_only.jpg",ok
images/Raymond_Poincar__officiel.jpg,Raymond Poincaré,Raymond Poincaré,1913,Raymond Poincaré,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Raymond_Poincar%C3%A9_officiel.jpg/800px-Raymond_Poincar%C3%A9_officiel.jpg,https://commons.wikimedia.org/wiki/File:Raymond_Poincar%C3%A9_officiel.jpg,ok
images/Millicent_Fawcett.jpg,Millicent Fawcett,Millicent Fawcett,1913,Millicent Fawcett,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Millicent_Fawcett.jpg/800px-Millicent_Fawcett.jpg,https://commons.wikimedia.org/wiki/File:Millicent_Fawcett.jpg,ok
images/Shoeless_Joe_Jackson_by_Conlon__1913.jpeg,Shoeless Joe Jackson,Shoeless Joe Jackson,1913,"Shoeless Joe Jackson, 1913",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Shoeless_Joe_Jackson_by_Conlon%2C_1913.jpeg/800px-Shoeless_Joe_Jackson_by_Conlon%2C_1913.jpeg,"https://commons.wikimedia.org/wiki/File:Shoeless_Joe_Jackson_by_Conlon,_1913.jpeg",ok
images/Emmeline_Pankhurst__seated__1913.jpg,Emmeline Pankhurst,Emmeline Pankhurst,1913,Emmeline Pankhurst (1913),https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Emmeline_Pankhurst%2C_seated_%281913%29.jpg/800px-Emmeline_Pankhurst%2C_seated_%281913%29.jpg,"https://commons.wikimedia.org/wiki/File:Emmeline_Pankhurst,_seated_(1913).jpg",ok
images/Mrs._Crystal_Eastman_Benedict_by_Edmonston__Washington__D.C..jpg,Crystal Eastman Benedict,Crystal Eastman,between 1913 and 1915,"Mrs. Crystal Eastman Benedict by Edmonston, Washington, D.C.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Mrs._Crystal_Eastman_Benedict_by_Edmonston%2C_Washington%2C_D.C..jpg/800px-Mrs._Crystal_Eastman_Benedict_by_Edmonston%2C_Washington%2C_D.C..jpg,"https://commons.wikimedia.org/wiki/File:Mrs._Crystal_Eastman_Benedict_by_Edmonston,_Washington,_D.C..jpg",ok
images/Iris_Calderhead.jpg,Iris Calderhead,Iris Calderhead,between 1913 and 1917,Iris Calderhead,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Iris_Calderhead.jpg/800px-Iris_Calderhead.jpg,https://commons.wikimedia.org/wiki/File:Iris_Calderhead.jpg,ok
images/Elizabeth_Glendower_Evans__cropped.jpg,Elizabeth Glendower Evans,Elizabeth Glendower Evans,1914,"Elizabeth Glendower Evans (1856–1937), social reformer and suffragist",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Elizabeth_Glendower_Evans_%28cropped%29.jpg/800px-Elizabeth_Glendower_Evans_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Elizabeth_Glendower_Evans_(cropped).jpg,ok
images/Hattie_Caraway_by_Harris___Ewing__1914.jpg,Hattie Caraway,Hattie Caraway,1914,"Hattie Caraway by Harris & Ewing, 1914",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Hattie_Caraway_by_Harris_%26_Ewing%2C_1914.jpg/800px-Hattie_Caraway_by_Harris_%26_Ewing%2C_1914.jpg,"https://commons.wikimedia.org/wiki/File:Hattie_Caraway_by_Harris_%26_Ewing,_1914.jpg",ok
images/Michel_Fokine__Arlequin.jpg,Michel Fokine,Michel Fokine,1914,"Michel Fokine, Arlequin",https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Michel_Fokine%2C_Arlequin.jpg/800px-Michel_Fokine%2C_Arlequin.jpg,"https://commons.wikimedia.org/wiki/File:Michel_Fokine,_Arlequin.jpg",ok
images/Portrait_of_Mary_Pickford__signed__CHS-2292__digital_restoration.jpg,Mary Pickford,Mary Pickford,between 1914 and 1915,"Portrait of Mary Pickford, signed (CHS-2292) digital restoration",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Portrait_of_Mary_Pickford%2C_signed_%28CHS-2292%29_digital_restoration.jpg/800px-Portrait_of_Mary_Pickford%2C_signed_%28CHS-2292%29_digital_restoration.jpg,"https://commons.wikimedia.org/wiki/File:Portrait_of_Mary_Pickford,_signed_(CHS-2292)_digital_restoration.jpg",ok
images/Alice_Paul__1915__by_Harris___Ewing.jpg,Alice Paul,Alice Paul,1915,Alice Paul (1915) by Harris & Ewing,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Alice_Paul_%281915%29_by_Harris_%26_Ewing.jpg/800px-Alice_Paul_%281915%29_by_Harris_%26_Ewing.jpg,https://commons.wikimedia.org/wiki/File:Alice_Paul_(1915)_by_Harris_%26_Ewing.jpg,ok
images/Portrait_of_Paul_Trappen.jpg,Paul Trappen,Paul Trappen,1915,Portrait of Paul Trappen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Portrait_of_Paul_Trappen.jpg/800px-Portrait_of_Paul_Trappen.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_Paul_Trappen.jpg,ok
images/Alice_C._Evans__National_Photo_Company_portrait__circa_1915.jpg,Alice C. Evans,Alice Catherine Evans,ca. 1915,"Alice C. Evans, circa 1915",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Alice_C._Evans%2C_National_Photo_Company_portrait%2C_circa_1915.jpg/800px-Alice_C._Evans%2C_National_Photo_Company_portrait%2C_circa_1915.jpg,"https://commons.wikimedia.org/wiki/File:Alice_C._Evans,_National_Photo_Company_portrait,_circa_1915.jpg",ok
images/Jeannette_Rankin__Bain_News_Service__facing_front.jpg,Jeannette Rankin,Jeannette Rankin,1917,"Jeannette Rankin, Bain News Service, facing front",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Jeannette_Rankin%2C_Bain_News_Service%2C_facing_front.jpg/800px-Jeannette_Rankin%2C_Bain_News_Service%2C_facing_front.jpg,"https://commons.wikimedia.org/wiki/File:Jeannette_Rankin,_Bain_News_Service,_facing_front.jpg",ok
images/Eleftherios_Venizelos_1917.jpg,Eleftherios Venizelos,Eleftherios Venizelos,1917,Eleftherios Venizelos 1917.jpg/2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Eleftherios_Venizelos_1917.jpg/800px-Eleftherios_Venizelos_1917.jpg,https://commons.wikimedia.org/wiki/File:Eleftherios_Venizelos_1917.jpg,ok
images/Lewis_Wickes_Hine__The_charter_member_of_the_Red_Cross__ea14260d.jpg,Lewis Wickes Hine,Lewis Hine,1918,"Lewis Wickes Hine, The charter member of the Red Cross Boy Scout Troop Paris, September 1918 - Library of Congress",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Lewis_Wickes_Hine%2C_The_charter_member_of_the_Red_Cross_Boy_Scout_Troop_Paris%2C_September_1918_-_Library_of_Congress.jpg/800px-Lewis_Wickes_Hine%2C_The_charter_member_of_the_Red_Cross_Boy_Scout_Troop_Paris%2C_September_1918_-_Library_of_Congress.jpg,"https://commons.wikimedia.org/wiki/File:Lewis_Wickes_Hine,_The_charter_member_of_the_Red_Cross_Boy_Scout_Troop_Paris,_September_1918_-_Library_of_Congress.jpg",ok
images/John_Meintz__punished_during_World_War_I_-_NARA_-_28363_619662e9.jpg,John Meintz,John T. Meints,ca. 1918-1919,"John Meintz, punished during World War I",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/John_Meintz%2C_punished_during_World_War_I_-_NARA_-_283633_-_restored.jpg/800px-John_Meintz%2C_punished_during_World_War_I_-_NARA_-_283633_-_restored.jpg,"https://commons.wikimedia.org/wiki/File:John_Meintz,_punished_during_World_War_I_-_NARA_-_283633_-_restored.jpg",ok
images/Margaret_D._Foster__in_Lab__4_October_1919.jpg,Margaret D. Foster,Margaret D. Foster,1919,"Margaret D. Foster, in Lab, 4 October 1919",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Margaret_D._Foster%2C_in_Lab%2C_4_October_1919.jpg/800px-Margaret_D._Foster%2C_in_Lab%2C_4_October_1919.jpg,"https://commons.wikimedia.org/wiki/File:Margaret_D._Foster,_in_Lab,_4_October_1919.jpg",ok
images/Lord_Edward_John_Moreton_Drax_Plunkett_Dunsany_by_Morra_9d3990cb.jpg,Edward John Moreton Drax Plunkett Dunsany,Lord Dunsany,,Lord Edward John Moreton Drax Plunkett Dunsany by Morrall-Hoole Studios,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Lord_Edward_John_Moreton_Drax_Plunkett_Dunsany_by_Morrall-Hoole_Studios.jpg/800px-Lord_Edward_John_Moreton_Drax_Plunkett_Dunsany_by_Morrall-Hoole_Studios.jpg,https://commons.wikimedia.org/wiki/File:Lord_Edward_John_Moreton_Drax_Plunkett_Dunsany_by_Morrall-Hoole_Studios.jpg,ok
images/Helen_Keller_circa_1920_-_restored.jpg,Helen Keller,Helen Keller,c. 1920,Helen Keller circa 1920 - restored,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Helen_Keller_circa_1920_-_restored.jpg/800px-Helen_Keller_circa_1920_-_restored.jpg,https://commons.wikimedia.org/wiki/File:Helen_Keller_circa_1920_-_restored.jpg,ok
images/Ethel_Smyth.jpg,Ethel Smyth,Ethel Smyth,1922,Ethel Smyth,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Ethel_Smyth.jpg/800px-Ethel_Smyth.jpg,https://commons.wikimedia.org/wiki/File:Ethel_Smyth.jpg,ok
images/Ren_e_Ador_e.jpg,Renée Adorée,Renée Adorée,c. 1922,Renée Adorée,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Ren%C3%A9e_Ador%C3%A9e.jpg/800px-Ren%C3%A9e_Ador%C3%A9e.jpg,https://commons.wikimedia.org/wiki/File:Ren%C3%A9e_Ador%C3%A9e.jpg,ok
images/Ivor_Novello.jpg,Ivor Novello,Ivor Novello,1923,Ivor Novello,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Ivor_Novello.jpg/800px-Ivor_Novello.jpg,https://commons.wikimedia.org/wiki/File:Ivor_Novello.jpg,ok
images/Jane_Addams_-_Bain_News_Service.jpg,Jane Addams,Jane Addams,1924 or 1926,Jane Addams,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Jane_Addams_-_Bain_News_Service.jpg/800px-Jane_Addams_-_Bain_News_Service.jpg,https://commons.wikimedia.org/wiki/File:Jane_Addams_-_Bain_News_Service.jpg,ok
images/Bertha_Lutz_1925.jpg,Bertha Lutz,Bertha Lutz,1925,Bertha Lutz,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Bertha_Lutz_1925.jpg/800px-Bertha_Lutz_1925.jpg,https://commons.wikimedia.org/wiki/File:Bertha_Lutz_1925.jpg,ok
images/Avril_de_Sainte-Croix_-_Restored__cropped.jpg,Avril de Sainte-Croix,Avril de Sainte-Croix,1925,"Avril de Sainte-Croix - Restored, cropped",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Avril_de_Sainte-Croix_-_Restored%2C_cropped.jpg/800px-Avril_de_Sainte-Croix_-_Restored%2C_cropped.jpg,"https://commons.wikimedia.org/wiki/File:Avril_de_Sainte-Croix_-_Restored,_cropped.jpg",ok
